id,name,sex,dob,num_course_taken,career_path_name,hours_to_complete,time_spent_hrs,prcnt_complete,job_category,city,state
236,Jerry Maldonado,N,1987-12-16,0.0,machine learning engineer,35.0,19.15,0.5471428571428572,creative,Woodmere,South Dakota
237,Adrianna Franks,F,1988-01-21,8.0,data scientist,20.0,3.82,0.191,financial services,Bethlehem,Massachusetts
238,Myra Barney,F,1975-03-20,1.0,ux/ui designer,15.0,11.94,0.7959999999999999,analytics,Verona borough,Wisconsin
239,Palmer Adelaer,M,2000-06-10,6.0,data analyst,12.0,9.65,0.8041666666666667,creative,Man,New Jersey
240,Dale Ochoa,M,1957-09-26,7.0,data engineer,20.0,18.96,0.9480000000000001,software developer,Ahuimanu,Indiana
241,Sirena Frost,F,1962-10-29,7.0,data analyst,12.0,6.37,0.5308333333333334,education,Raynham,Nebraska
242,Luis Bleeker,M,1981-04-07,8.0,frontend engineer,20.0,0.91,0.0455,engineer,Doyline village,Louisiana
243,Elias Wise,M,1978-02-17,8.0,machine learning engineer,35.0,30.7,0.8771428571428571,software developer,Fieldon village,Louisiana
244,Jere Gregory,M,1997-09-17,0.0,android developer,27.0,24.17,0.8951851851851852,creative,Endeavor village,Vermont
245,Marshall Keith,M,1948-03-05,14.0,frontend engineer,20.0,18.73,0.9365,education,Kinta,Arkansas
246,Lucile Mccormick,F,1962-07-17,13.0,iOS developer,27.0,10.84,0.4014814814814815,engineer,Dayton Lakes,Rhode Island
247,Warren Rasmussen,M,1944-04-26,13.0,data engineer,20.0,7.16,0.358,education,Clearbrook,Alaska
248,Reuben Keith,M,1950-07-24,8.0,machine learning engineer,35.0,15.67,0.44771428571428573,financial services,Ship Bottom borough,South Dakota
249,Christin Cordova,N,1991-10-27,13.0,,,,,HR,Sycamore,Wyoming
250,Crystle Drinhuijzen,N,1990-12-25,9.0,ux/ui designer,15.0,9.75,0.65,education,Meadow Lark Lake,California
251,Kizzy van Oort,F,1968-03-31,4.0,ux/ui designer,15.0,10.9,0.7266666666666667,creative,Minneapolis,Connecticut
252,Dirk Cooper,M,1956-12-03,13.0,frontend engineer,20.0,1.76,0.088,financial services,North Lakeville,Oklahoma
253,Lenore Ferdinandus,N,1988-11-30,0.0,data engineer,20.0,9.35,0.46749999999999997,analytics,Wanblee,Minnesota
254,Melvin Gallegos,M,1969-07-16,5.0,data engineer,20.0,19.12,0.9560000000000001,creative,Kenly,Delaware
255,Yevette Heineke,F,1946-08-25,4.0,frontend engineer,20.0,20.01,1.0005000000000002,software developer,Aventura,Wyoming
256,Vicente Boeff,M,1946-12-22,2.0,android developer,27.0,1.88,0.06962962962962962,creative,Timberlane,Florida
257,Bennie Mcknight,M,1943-03-08,2.0,data scientist,20.0,11.21,0.5605,education,Thomasboro village,Minnesota
258,Keri Fowler,F,1957-05-09,10.0,data engineer,20.0,1.02,0.051000000000000004,software developer,South Dennis,Florida
259,Shizuko Singh,F,1973-04-02,0.0,backend engineer,18.0,2.49,0.13833333333333334,financial services,Burr village,Alabama
260,Laurence Cornelisgroeneveld,F,1952-06-17,5.0,data scientist,20.0,3.48,0.174,creative,Tulelake,Delaware
261,Autumn Levy,N,2001-09-02,15.0,data analyst,12.0,12.98,1.0816666666666668,software developer,Natchitoches,Nevada
262,Margrett Voogd,F,1956-05-16,1.0,data scientist,20.0,15.87,0.7935,creative,French borough,Arizona
263,Leona van Rietveld,F,1979-07-09,4.0,data scientist,20.0,12.07,0.6035,financial services,Lower Grand Lagoon,Colorado
264,Florance Velde,F,1972-05-06,14.0,software engineering,25.0,5.82,0.2328,engineer,Alford,Washington
265,Janna Abbott,N,2002-12-26,6.0,data engineer,20.0,4.39,0.21949999999999997,student,Nelsonville,Nebraska
266,Lala Brugman,F,1967-07-04,2.0,backend engineer,18.0,14.54,0.8077777777777777,education,Snowflake,Florida
267,Samuel Lara,M,2000-07-18,3.0,machine learning engineer,35.0,24.76,0.7074285714285715,education,Stantonsburg,Louisiana
268,Peter van Asch,M,1954-12-30,14.0,android developer,27.0,4.59,0.16999999999999998,financial services,Lordsburg,Ohio
269,Ray Macdonald,F,1947-11-12,8.0,data engineer,20.0,1.51,0.0755,education,Nokomis,Oregon
270,Hobert van der Peijl,M,1990-09-06,5.0,software engineering,25.0,22.49,0.8996,HR,Clintonville,Michigan
271,Tanner Hoest,M,1953-05-10,5.0,ux/ui designer,15.0,6.59,0.4393333333333333,HR,Atalissa,Ohio
272,Melisa Baldwin,F,1945-03-10,13.0,,,,,education,Grubbs,New Jersey
273,Theo van Essevelt,M,1958-10-23,4.0,data analyst,12.0,9.14,0.7616666666666667,financial services,Fort Wayne,Kentucky
274,Harry Nash,M,1982-04-09,6.0,ux/ui designer,15.0,7.19,0.47933333333333333,financial services,Anaheim,Nevada
275,Nathaniel Flowers,M,1966-12-24,3.0,frontend engineer,20.0,13.18,0.659,education,Kimballton,Florida
276,Rosemarie Rollins,F,1967-11-25,7.0,data analyst,12.0,3.92,0.32666666666666666,creative,Hemlock,Pennsylvania
277,Kermit Stein,M,1971-05-21,12.0,software engineering,25.0,22.68,0.9072,creative,Port Graham,Tennessee
278,Roxanne van Soest,F,1972-04-20,10.0,iOS developer,27.0,6.38,0.23629629629629628,analytics,Enterprise,Utah
279,Hyacinth Mejia,F,1996-04-28,6.0,,,,,HR,Irondequoit,Oklahoma
280,Ahmad Burnett,M,1966-05-07,10.0,android developer,27.0,4.08,0.1511111111111111,software developer,Max Meadows,Minnesota
281,Buck Case,M,1952-06-14,2.0,data scientist,20.0,0.67,0.0335,software developer,Moline Acres,Kansas
282,Christinia Meyers,F,1973-03-06,0.0,android developer,27.0,4.13,0.15296296296296297,creative,Corinne,Wyoming
283,Ernestina Heuvel,F,1990-04-28,8.0,data engineer,20.0,13.35,0.6675,analytics,Pacheco,Maine
284,Erin Slot,M,1963-02-04,6.0,data scientist,20.0,17.18,0.859,software developer,Cibecue,Tennessee
285,Chelsie Honzelaar,N,1996-08-27,7.0,iOS developer,27.0,15.79,0.5848148148148148,creative,Rankin,Michigan
286,Wilbur Stokes,M,1993-04-05,13.0,ux/ui designer,15.0,11.06,0.7373333333333334,HR,East Grand Forks,California
287,Madlyn Castro,N,1944-08-26,0.0,,,,,creative,Rock River,Louisiana
288,Wendie Carson,F,1986-01-12,10.0,ux/ui designer,15.0,7.8,0.52,financial services,East Thermopolis,Tennessee
289,Dexter Farmer,M,1985-04-27,5.0,software engineering,25.0,18.16,0.7264,analytics,Gentry village,South Carolina
290,Reggie Roeder,M,2000-12-02,1.0,iOS developer,27.0,5.89,0.21814814814814815,financial services,Joy village,Hawaii
291,Jennifer Oconnor,F,1950-12-08,2.0,android developer,27.0,22.53,0.8344444444444444,software developer,Mobile,Ohio
292,Sheree Lukasse,N,1980-02-05,2.0,data engineer,20.0,7.33,0.3665,analytics,Bemidji,Wisconsin
293,Simone Davidson,F,1958-04-22,4.0,software engineering,25.0,15.52,0.6208,analytics,South Coventry,Wyoming
294,Edmond van Zetten,M,1950-07-24,5.0,backend engineer,18.0,14.28,0.7933333333333333,creative,Clinton village,Missouri
295,Gidget Alford,F,2002-11-12,8.0,data analyst,12.0,6.98,0.5816666666666667,student,Pymatuning North,Virginia
296,Corie Morales,F,1968-12-18,7.0,data scientist,20.0,17.01,0.8505,creative,Paragonah,Illinois
297,Archie Komen,M,1973-03-27,0.0,machine learning engineer,35.0,17.13,0.4894285714285714,education,Grand Acres,Utah
298,Rossie Castaneda,F,1984-07-26,13.0,data analyst,12.0,9.37,0.7808333333333333,financial services,Emmet village,Illinois
299,Bettye Felt,F,2004-06-04,2.0,data scientist,20.0,5.91,0.2955,student,Agawam,Iowa
300,Nicki Mcconnel,F,1947-01-27,5.0,android developer,27.0,20.97,0.7766666666666666,HR,Cape Coral,Alabama
301,Haywood Lin,M,1943-03-21,5.0,data analyst,12.0,11.57,0.9641666666666667,engineer,Stillwater borough,South Carolina
302,Israel van der Swaan,M,1988-12-16,0.0,backend engineer,18.0,13.27,0.7372222222222222,analytics,Clay Center village,Virginia
303,Williams Rijckx,M,1967-08-07,10.0,software engineering,25.0,16.87,0.6748000000000001,HR,Pawcatuck,Nebraska
304,Thomasina Compton,F,1990-11-23,8.0,iOS developer,27.0,27.66,1.0244444444444445,education,Plattsmouth,Florida
305,Minta Ray,F,1947-12-24,5.0,backend engineer,18.0,4.68,0.26,creative,Benicia,New Mexico
306,Joesph Vermijn,M,1962-09-24,8.0,data scientist,20.0,9.66,0.483,HR,Livermore,Missouri
307,Talisha de Jager,F,1995-12-03,11.0,software engineering,25.0,5.25,0.21,education,Mayville village,Washington
308,Merlyn Gomez,F,1948-10-26,11.0,data analyst,12.0,4.89,0.4075,engineer,Obetz village,Mississippi
309,Shawanda Herman,F,1997-09-30,14.0,ux/ui designer,15.0,6.34,0.42266666666666663,creative,Miller Landing,Wyoming
310,Lamar van Welij,N,1957-07-16,0.0,data engineer,20.0,8.39,0.41950000000000004,HR,Kenbridge,Michigan
311,Quincy Rijnfrank,N,1944-03-17,8.0,software engineering,25.0,17.93,0.7172,engineer,St. Rosa,Minnesota
312,Jame Hol,N,1973-11-13,12.0,iOS developer,27.0,13.19,0.4885185185185185,financial services,Philmont village,Maryland
313,Alva van der Lugt,N,1995-06-29,13.0,machine learning engineer,35.0,23.94,0.684,education,Clarks Grove,Alabama
314,Hollis Irwin,M,2004-10-26,4.0,software engineering,25.0,7.29,0.2916,student,Kivalina,Maryland
315,Elna de Bruin,F,1948-05-09,7.0,data analyst,12.0,3.55,0.29583333333333334,creative,Grosse Ile,Wisconsin
316,Ty van Woercom,M,1980-03-12,12.0,data engineer,20.0,8.38,0.41900000000000004,creative,Bearcreek,West Virginia
317,Kevin Riley,M,1971-02-05,15.0,software engineering,25.0,2.96,0.1184,HR,Tamaroa village,North Carolina
318,Stepanie Huijgens,F,1961-12-18,6.0,backend engineer,18.0,17.57,0.9761111111111112,engineer,Maiden Rock village,Rhode Island
319,Hilde Mclean,F,1992-01-27,0.0,software engineering,25.0,6.42,0.2568,software developer,Tradewinds,Alabama
320,Mose Barlow,M,1950-08-21,1.0,,,,,creative,San Luis Obispo,West Virginia
321,Matt Wise,M,1952-11-10,15.0,backend engineer,18.0,14.08,0.7822222222222223,financial services,Sandwich,Georgia
322,Mikaela Goes,F,1976-08-07,3.0,,,,,education,Blanding,Colorado
323,Carolann Carson,F,1998-09-13,4.0,data scientist,20.0,16.98,0.849,software developer,Muir village,Rhode Island
324,Cody Hasselman,M,1964-06-10,2.0,data scientist,20.0,3.71,0.1855,financial services,Sargeant,Virginia
325,Johanna Gross,F,2003-10-19,0.0,frontend engineer,20.0,16.24,0.8119999999999999,student,Shoshone,Vermont
326,Alisha Graham,F,1977-12-29,2.0,machine learning engineer,35.0,9.41,0.26885714285714285,engineer,Mona,Maryland
327,Leigha Dorsey,F,2004-10-01,10.0,frontend engineer,20.0,17.89,0.8945000000000001,student,South Oroville,Wyoming
328,Tandra Petty,N,1990-09-25,2.0,data engineer,20.0,18.88,0.944,engineer,Succasunna-Kenvil,Tennessee
329,Cristi Adelaer,F,1961-07-08,11.0,software engineering,25.0,12.66,0.5064,financial services,Randleman,Alaska
330,Alphonse van Bolswaert,M,2004-11-13,3.0,ux/ui designer,15.0,6.68,0.4453333333333333,student,St. Paris village,Alabama
331,Ching Glenn,N,1943-09-30,3.0,,,,,software developer,Luana,Kentucky
332,Teodoro Gray,M,1969-04-13,14.0,data engineer,20.0,10.06,0.503,creative,Ringling,Missouri
333,Lauralee Crane,F,1989-11-27,0.0,android developer,27.0,15.43,0.5714814814814815,financial services,Glen Ellyn village,Mississippi
334,Elida Bruce,F,1962-03-03,0.0,frontend engineer,20.0,20.9,1.045,financial services,Long Creek village,Connecticut
335,Regenia Schmitt,F,1966-04-25,4.0,data analyst,12.0,3.64,0.30333333333333334,analytics,Omega,Mississippi
336,Karri Rutledge,N,1979-02-25,9.0,data analyst,12.0,1.24,0.10333333333333333,analytics,Welby,Massachusetts
337,Luba Melissen,N,1970-02-04,3.0,backend engineer,18.0,18.32,1.017777777777778,financial services,Dell,Illinois
338,Houston Dircx,N,1946-03-22,0.0,machine learning engineer,35.0,6.46,0.18457142857142858,analytics,Ethete,Florida
339,Marlin Choi,M,1964-10-15,8.0,android developer,27.0,14.31,0.53,education,Eastpointe,Illinois
340,Val Nap,N,1953-11-01,12.0,machine learning engineer,35.0,28.8,0.8228571428571428,financial services,Leamington,West Virginia
341,Armand Bryce,M,1963-10-09,9.0,machine learning engineer,35.0,4.85,0.13857142857142857,creative,Pittsboro village,California
342,Shoshana van Het kaar,F,1992-01-27,1.0,software engineering,25.0,0.91,0.0364,HR,Necedah village,Wisconsin
343,Mattie Rodriquez,F,1986-08-01,5.0,data scientist,20.0,13.49,0.6745,analytics,Pick,Ohio
344,Titus Gaines,M,1989-01-30,0.0,frontend engineer,20.0,13.14,0.657,education,Murtaugh,South Dakota
345,Krissy van Bentem,F,1958-06-27,12.0,data analyst,12.0,4.95,0.41250000000000003,software developer,Green Lane borough,Nevada
346,Forest Levine,M,1970-01-02,8.0,machine learning engineer,35.0,5.9,0.1685714285714286,software developer,Hope Mills,South Dakota
347,Delmer Beeldhouwer,M,1998-02-13,10.0,data engineer,20.0,9.5,0.475,education,San Luis Obispo,Oregon
348,Marshall Palsgraaf,N,1994-08-12,6.0,machine learning engineer,35.0,4.72,0.13485714285714284,HR,Coldwater village,Oregon
349,Effie Graves,F,1951-09-25,2.0,data scientist,20.0,18.76,0.9380000000000001,engineer,Westover Hills,Florida
350,Sanford Duffy,M,1950-01-03,9.0,iOS developer,27.0,23.26,0.8614814814814815,engineer,Wagner,New Mexico
351,Erik Verweij,M,1952-03-16,1.0,software engineering,25.0,23.78,0.9512,analytics,Immokalee,Idaho
352,Arnita Zhang,F,1980-11-27,7.0,data engineer,20.0,20.03,1.0015,HR,Waldoboro,Delaware
353,Stefan Grootendorst,N,1974-10-14,4.0,software engineering,25.0,6.9,0.276,HR,Carthage,Virginia
354,Loraine Mentz,F,1976-02-17,12.0,,,,,education,Masury,South Dakota
355,Vanda Goff,F,1958-07-08,0.0,data engineer,20.0,4.22,0.211,analytics,Parker Strip,Arkansas
356,Aaron Langley,N,1996-06-04,5.0,software engineering,25.0,25.93,1.0372,financial services,Central Manchester,West Virginia
357,Yolande Dekking,F,1973-09-14,15.0,machine learning engineer,35.0,11.11,0.3174285714285714,financial services,Deer Grove village,Alabama
358,Reda van Ooyen,N,1953-04-26,0.0,data scientist,20.0,8.67,0.4335,analytics,Birds village,Hawaii
359,Rich Gorter,M,1972-04-29,7.0,iOS developer,27.0,2.8,0.1037037037037037,analytics,Kandiyohi,Wisconsin
360,Felipe Wintershoven,M,2002-08-18,15.0,ux/ui designer,15.0,11.1,0.74,student,Harrah,Illinois
361,Neil Hahn,N,1948-06-03,13.0,data engineer,20.0,4.92,0.246,financial services,Coopersburg borough,Texas
362,Kanisha Neville,F,1983-03-02,11.0,android developer,27.0,21.22,0.7859259259259259,analytics,Caledonia village,Connecticut
363,Laurence Blanchard,M,2000-12-24,8.0,data analyst,12.0,11.35,0.9458333333333333,financial services,Sherwood village,Virginia
364,Adrienne Duif,N,1993-05-25,2.0,data engineer,20.0,7.18,0.359,engineer,Bloomsbury borough,Michigan
365,Tess Christian,F,1955-06-06,0.0,data engineer,20.0,4.84,0.242,software developer,Dix Hills,Delaware
366,Lillian Mccray,F,2000-12-16,7.0,android developer,27.0,0.07,0.002592592592592593,engineer,Laguna Vista,North Dakota
367,Lexie Hale,N,1942-06-11,15.0,data engineer,20.0,1.98,0.099,HR,Costa Mesa,Iowa
368,Jaime Cordova,N,1988-05-01,0.0,backend engineer,18.0,12.85,0.7138888888888889,HR,Dalton village,Maine
369,Andrew Burke,M,1972-08-08,15.0,frontend engineer,20.0,12.78,0.639,software developer,Sun,Maine
370,Andre Carver,N,1980-04-24,2.0,iOS developer,27.0,20.63,0.764074074074074,HR,Aragon,Iowa
371,Janae Broerse,F,1960-08-14,11.0,android developer,27.0,22.6,0.8370370370370371,financial services,Central Manchester,Louisiana
372,Jaime van Buuren,M,1996-02-16,11.0,iOS developer,27.0,21.01,0.7781481481481483,engineer,Oakdale borough,South Carolina
373,Haywood Witt,M,1992-07-11,4.0,android developer,27.0,18.16,0.6725925925925926,analytics,Kalaoa,Nevada
374,Paulette Thornton,F,1961-07-27,1.0,frontend engineer,20.0,1.12,0.05600000000000001,financial services,Flower Mound,Massachusetts
375,Russel van der Woude,M,1985-12-14,2.0,android developer,27.0,22.56,0.8355555555555555,financial services,Gayville,New Hampshire
376,Lino van Waay,M,1965-07-09,8.0,ux/ui designer,15.0,1.63,0.10866666666666666,HR,Sharpsville borough,Alaska
377,Marybeth Donaldson,N,1960-07-24,3.0,data analyst,12.0,2.79,0.2325,analytics,North Eagle Butte,South Carolina
378,Orville Haley,N,1953-04-25,9.0,data scientist,20.0,4.31,0.21549999999999997,engineer,Adamsburg borough,New York
379,Alex Kline,M,1996-09-25,10.0,iOS developer,27.0,20.41,0.7559259259259259,education,Boyette,Florida
380,Eneida Hebert,F,1950-07-31,5.0,ux/ui designer,15.0,6.06,0.40399999999999997,HR,Cherry Hill Mall,Ohio
381,Avery de Heus,M,1949-08-09,5.0,ux/ui designer,15.0,3.73,0.24866666666666667,education,Spearman,Georgia
382,Eleanor Evans,F,1987-11-08,3.0,data engineer,20.0,14.73,0.7365,HR,Wixon Valley,Missouri
383,Lonny Hensley,M,1994-11-14,15.0,,,,,engineer,Wasco,New Hampshire
384,Jan van Leersum,M,1966-09-01,11.0,iOS developer,27.0,27.1,1.0037037037037038,software developer,Cape Neddick,Oklahoma
385,Grace Boogaart,F,1997-07-31,13.0,iOS developer,27.0,19.76,0.7318518518518519,education,La Fayette village,Louisiana
386,Micki Curtis,F,1945-03-09,12.0,frontend engineer,20.0,19.31,0.9654999999999999,software developer,Keensburg village,Texas
387,Jesenia Goudkade,F,1997-06-06,13.0,machine learning engineer,35.0,7.21,0.206,creative,St. Helena,Maryland
388,Marcela Dejesus,F,1948-01-16,11.0,data analyst,12.0,12.23,1.0191666666666668,creative,Thomasboro village,Colorado
389,Lavone Lawrence,F,1954-06-09,9.0,,,,,engineer,Lake Placid village,Maine
390,Kathryne Matse,F,1959-07-08,0.0,data analyst,12.0,9.19,0.7658333333333333,education,Ten Broeck,Michigan
391,Myrna Chaney,F,1958-12-20,2.0,ux/ui designer,15.0,7.95,0.53,software developer,Green Lane borough,Arkansas
392,Vena Huijgens,F,1995-05-12,7.0,ux/ui designer,15.0,7.12,0.4746666666666667,education,Hidalgo,Rhode Island
393,Hailey Wolfe,F,1989-09-25,0.0,android developer,27.0,11.08,0.4103703703703704,HR,Inman,Delaware
394,Vivienne Arias,N,1946-11-06,0.0,data engineer,20.0,19.28,0.9640000000000001,engineer,Wall borough,Oklahoma
395,Joeann Meskes,N,1953-05-12,9.0,machine learning engineer,35.0,9.43,0.2694285714285714,financial services,Roscoe,Florida
396,Deloris Frieber,F,1976-12-02,5.0,backend engineer,18.0,3.66,0.20333333333333334,analytics,Highlands,Massachusetts
397,Ivette van Beest,F,1964-07-08,11.0,software engineering,25.0,21.56,0.8623999999999999,creative,Ronneby,Wyoming
398,Mary Koeleman,F,1992-02-28,1.0,software engineering,25.0,2.91,0.1164,software developer,Breezy Point,Wisconsin
399,Blake Davidson,M,2002-02-11,2.0,ux/ui designer,15.0,12.99,0.866,student,Lismore,New Mexico
400,Eboni Verrips,F,1961-07-14,12.0,machine learning engineer,35.0,24.38,0.6965714285714285,analytics,Elko,Kentucky
401,Tracee Versteegh,F,1983-12-24,9.0,,,,,financial services,Fortescue,Kentucky
402,Scotty Wiley,M,1975-03-16,0.0,machine learning engineer,35.0,7.75,0.22142857142857142,HR,New Holland village,Illinois
403,Crystle Klein,F,1956-03-23,8.0,software engineering,25.0,20.72,0.8288,engineer,Decker,Delaware
404,King Benskoop,M,1973-12-13,1.0,data scientist,20.0,4.71,0.2355,software developer,Trimble village,Wisconsin
405,Eulah Phillips,F,1943-12-23,0.0,software engineering,25.0,14.8,0.5920000000000001,creative,Gibbon,Florida
406,Collette Buddingh,F,1992-09-19,6.0,data analyst,12.0,3.14,0.26166666666666666,software developer,Edmore,Texas
407,Celsa Henson,N,1970-09-09,12.0,backend engineer,18.0,7.58,0.4211111111111111,HR,Port Protection,California
408,Clint Fuller,M,1974-06-27,8.0,frontend engineer,20.0,7.82,0.391,software developer,Cincinnati,Tennessee
409,Juanita Oneill,F,1961-12-10,15.0,ux/ui designer,15.0,8.18,0.5453333333333333,HR,East Canton village,Delaware
410,Roxie Blok,F,1950-07-23,6.0,frontend engineer,20.0,13.82,0.6910000000000001,education,Salemburg,Arizona
411,Harrison Schmitt,M,1996-01-17,5.0,,,,,education,Douglass,Wisconsin
412,Beaulah Acevedo,F,1960-05-14,4.0,data analyst,12.0,3.43,0.28583333333333333,analytics,Waukee,Maryland
413,Mickey Li,M,1988-09-01,10.0,data analyst,12.0,2.79,0.2325,software developer,Luray village,Wyoming
414,Morris Kuchler,M,1945-06-14,11.0,data engineer,20.0,2.03,0.10149999999999999,engineer,Firthcliffe,Maine
415,Sherie Roberts,F,1942-12-29,0.0,backend engineer,18.0,7.33,0.4072222222222222,engineer,Trowbridge Park,Oregon
416,Dulce Hayes,F,1969-03-01,12.0,frontend engineer,20.0,20.75,1.0375,analytics,Loveland Park,New Mexico
417,Celeste Carver,F,1951-04-05,12.0,software engineering,25.0,4.79,0.1916,HR,Greensboro borough,Missouri
